experiment,ID,trial,question,choice_1,choice_2,choice_3,choice_4,mentalization,physical,movement,context,response_type,response,RT,ACC
sat_mc_2_with_sound,AF111,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,movement,2,12.36,0
sat_mc_2_with_sound,ADHD111,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,3.3915,1
sat_mc_2_with_sound,ADHD111,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,6.0906,1
sat_mc_2_with_sound,ADHD111,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,5.9169,1
sat_mc_2_with_sound,ADHD111,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,physical,4,4.8393,0
sat_mc_2_with_sound,ADHD111,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,context,4,3.4999,0
sat_mc_2_with_sound,ADHD111,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,4.1751,1
sat_mc_2_with_sound,ADHD113,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,physical,1,9.8598,0
sat_mc_2_with_sound,ADHD113,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,9.9334,1
sat_mc_2_with_sound,ADHD113,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,10.7579,1
sat_mc_2_with_sound,ADHD113,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,11.2764,1
sat_mc_2_with_sound,ADHD113,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,16.5124,1
sat_mc_2_with_sound,ADHD113,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,physical,1,4.3759,0
sat_mc_2_with_sound,ADHD109,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,physical,1,6.3049,0
sat_mc_2_with_sound,ADHD109,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,10.551,1
sat_mc_2_with_sound,ADHD109,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,physical,4,7.6797,0
sat_mc_2_with_sound,ADHD109,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,context,1,11.6731,0
sat_mc_2_with_sound,ADHD109,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,movement,3,10.1058,0
sat_mc_2_with_sound,ADHD109,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,2.4102,1
sat_mc_2_with_sound,ADHD103,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,13.9788,1
sat_mc_2_with_sound,ADHD103,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,13.1393,1
sat_mc_2_with_sound,ADHD103,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,11.6715,1
sat_mc_2_with_sound,ADHD103,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,11.3783,1
sat_mc_2_with_sound,ADHD103,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,18.946,1
sat_mc_2_with_sound,ADHD103,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,9.4952,1
sat_mc_2_with_sound,ADHD112,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,physical,1,10.2821,0
sat_mc_2_with_sound,ADHD112,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,context,2,15.2015,0
sat_mc_2_with_sound,ADHD112,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,context,2,11.8234,0
sat_mc_2_with_sound,ADHD112,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,12.2203,1
sat_mc_2_with_sound,ADHD112,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,physical,2,19.3418,0
sat_mc_2_with_sound,ADHD112,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,physical,1,13.4151,0
sat_mc_2_with_sound,ADHD115,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,movement,3,8.0683,0
sat_mc_2_with_sound,ADHD115,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,10.7795,1
sat_mc_2_with_sound,ADHD115,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,5.7647,1
sat_mc_2_with_sound,ADHD115,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,5.0158,1
sat_mc_2_with_sound,ADHD115,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,17.1343,1
sat_mc_2_with_sound,ADHD115,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,7.4542,1
sat_mc_2_with_sound,ADHD116,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,10.3938,1
sat_mc_2_with_sound,ADHD116,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,10.6935,1
sat_mc_2_with_sound,ADHD116,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,11.5724,1
sat_mc_2_with_sound,ADHD116,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,11.8687,1
sat_mc_2_with_sound,ADHD116,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,19.4221,1
sat_mc_2_with_sound,ADHD116,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,9.399,1
sat_mc_2_with_sound,ADHD106,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,10.6901,1
sat_mc_2_with_sound,ADHD106,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,11.3376,1
sat_mc_2_with_sound,ADHD106,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,11.4864,1
sat_mc_2_with_sound,ADHD106,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,11.478,1
sat_mc_2_with_sound,ADHD106,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,38.9688,1
sat_mc_2_with_sound,ADHD106,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,13.107,1
sat_mc_2_with_sound,ADHD105,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,movement,3,12.6726,0
sat_mc_2_with_sound,ADHD105,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,16.4842,1
sat_mc_2_with_sound,ADHD105,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,context,2,16.7919,0
sat_mc_2_with_sound,ADHD105,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,context,1,14.0113,0
sat_mc_2_with_sound,ADHD105,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,movement,3,19.1531,0
sat_mc_2_with_sound,ADHD105,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,9.5811,1
sat_mc_2_with_sound,AF116,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,physical,1,8.618,0
sat_mc_2_with_sound,AF116,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,8.883,1
sat_mc_2_with_sound,AF116,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,7.199,1
sat_mc_2_with_sound,AF116,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,5.221,1
sat_mc_2_with_sound,AF116,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,17.581,1
sat_mc_2_with_sound,AF116,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,10.66,1
sat_mc_2_with_sound,ADHD108,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,physical,1,15.7558,0
sat_mc_2_with_sound,ADHD108,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,movement,1,15.8896,0
sat_mc_2_with_sound,ADHD108,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,context,2,14.1923,0
sat_mc_2_with_sound,ADHD108,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,17.4139,1
sat_mc_2_with_sound,ADHD108,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,physical,2,24.3317,0
sat_mc_2_with_sound,ADHD108,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,physical,1,11.2264,0
sat_mc_2_with_sound,ADHD110,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,14.7465,1
sat_mc_2_with_sound,ADHD110,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,12.7397,1
sat_mc_2_with_sound,ADHD110,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,15.4264,1
sat_mc_2_with_sound,ADHD110,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,16.056,1
sat_mc_2_with_sound,ADHD110,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,21.5952,1
sat_mc_2_with_sound,ADHD110,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,21.1276,1
sat_mc_2_with_sound,ASD101,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,physical,1,17.9231,0
sat_mc_2_with_sound,ASD101,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,movement,1,11.443,0
sat_mc_2_with_sound,ASD101,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,17.438,1
sat_mc_2_with_sound,ASD101,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,context,1,12.7589,0
sat_mc_2_with_sound,ASD101,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,physical,2,10.6428,0
sat_mc_2_with_sound,ASD101,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,5.5095,1
sat_mc_2_with_sound,ASD102,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,10.1412,1
sat_mc_2_with_sound,ASD102,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,9.9302,1
sat_mc_2_with_sound,ASD102,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,10.3717,1
sat_mc_2_with_sound,ASD102,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,context,1,14.329,0
sat_mc_2_with_sound,ASD102,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,17.045,1
sat_mc_2_with_sound,ASD102,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,10.0613,1
sat_mc_2_with_sound,ADHD118,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,9.6664,1
sat_mc_2_with_sound,ADHD118,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,11.0707,1
sat_mc_2_with_sound,ADHD118,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,7.7858,1
sat_mc_2_with_sound,ADHD118,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,11.4402,1
sat_mc_2_with_sound,ADHD118,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,context,4,18.1142,0
sat_mc_2_with_sound,ADHD118,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,9.7886,1
sat_mc_2_with_sound,ADHD117,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,11.8934,1
sat_mc_2_with_sound,ADHD117,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,16.6734,1
sat_mc_2_with_sound,ADHD117,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,physical,4,13.3132,0
sat_mc_2_with_sound,ADHD117,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,physical,4,11.4662,0
sat_mc_2_with_sound,ADHD117,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,17.9598,1
sat_mc_2_with_sound,ADHD117,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,9.3032,1
sat_mc_2_with_sound,ASD108,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,physical,1,31.4343,0
sat_mc_2_with_sound,ASD108,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,32.9205,1
sat_mc_2_with_sound,ASD108,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,context,2,11.3451,0
sat_mc_2_with_sound,ASD108,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,13.0291,1
sat_mc_2_with_sound,ASD108,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,45.2442,1
sat_mc_2_with_sound,ASD108,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,physical,1,12.7728,0
sat_mc_2_with_sound,ASD104,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,12.8732,1
sat_mc_2_with_sound,ASD104,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,12.2789,1
sat_mc_2_with_sound,ASD104,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,11.8023,1
sat_mc_2_with_sound,ASD104,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,13.3022,1
sat_mc_2_with_sound,ASD104,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,21.5547,1
sat_mc_2_with_sound,ASD104,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,physical,1,23.0652,0
sat_mc_2_with_sound,ASD106,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,11.1214,1
sat_mc_2_with_sound,ASD106,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,10.1817,1
sat_mc_2_with_sound,ASD106,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,context,2,14.5512,0
sat_mc_2_with_sound,ASD106,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,context,1,12.4261,0
sat_mc_2_with_sound,ASD106,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,17.7051,1
sat_mc_2_with_sound,ASD106,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,physical,1,11.3378,0
sat_mc_2_with_sound,ADHD119,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,physical,1,13.5009,0
sat_mc_2_with_sound,ADHD119,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,11.6808,1
sat_mc_2_with_sound,ADHD119,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,8.1391,1
sat_mc_2_with_sound,ADHD119,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,6.6552,1
sat_mc_2_with_sound,ADHD119,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,9.5982,1
sat_mc_2_with_sound,ADHD119,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,physical,1,7.4918,0
sat_mc_2_with_sound,MX104,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,context,4,10.499,0
sat_mc_2_with_sound,MX104,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,movement,1,16.3995,0
sat_mc_2_with_sound,MX104,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,physical,4,10.994,0
sat_mc_2_with_sound,MX104,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,physical,4,23.0588,0
sat_mc_2_with_sound,MX104,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,context,4,16.1542,0
sat_mc_2_with_sound,MX104,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,movement,2,10.761,0
sat_mc_2_with_sound,MX106,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,physical,1,4.2846,0
sat_mc_2_with_sound,MX106,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,6.6706,1
sat_mc_2_with_sound,MX106,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,6.1561,1
sat_mc_2_with_sound,MX106,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,5.2204,1
sat_mc_2_with_sound,MX106,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,12.6896,1
sat_mc_2_with_sound,MX106,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,physical,1,5.1095,0
sat_mc_2_with_sound,MX103,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,12.4269,1
